site_va	kind	arm	label	target_va	span_end	span_len	status_literal	conservative_hosts
0x100b9600	memcpy	APPLY	获取玩家对象函数	0x736ef8	0x736f04	12	获取玩家对象函数(已启动)	0x736ef8
0x100b9637	memcpy	APPLY	获取玩家对象函数	0x736b28	0x736b31	9	获取玩家对象函数(已启动)	0x736b28
0x100b9833	memcpy	REVERT	获取玩家对象函数	0x647d24	0x647d78	84	获取玩家对象函数(未启用)	0x647d24
0x100b986a	memcpy	REVERT	获取玩家对象函数	0x736ef8	0x736f04	12	获取玩家对象函数(未启用)	0x736ef8
0x100b98a1	memcpy	REVERT	获取玩家对象函数	0x646f40	0x646f88	72	获取玩家对象函数(未启用)	0x646f40
0x100b98d8	memcpy	REVERT	获取玩家对象函数	0x736b28	0x736b31	9	获取玩家对象函数(未启用)	0x736b28
0x100b99d9	tramp2	APPLY	脚本控制人物爆率	0x6df2cc	0x6df2d5	9	脚本控制人物爆率(已启动)	-
0x100b9a35	memcpy	APPLY	脚本控制人物爆率	0x73dac5	0x73dacb	6	脚本控制人物爆率(已启动)	0x73dac5
0x100b9a6c	memcpy	APPLY	脚本控制人物爆率	0x73d578	0x73d57f	7	脚本控制人物爆率(已启动)	0x73d578
0x100b9b32	memcpy	REVERT	脚本控制人物爆率	0x6df2cc	0x6df2d5	9	脚本控制人物爆率(未启用)	0x6df2cc
0x100b9b69	memcpy	REVERT	脚本控制人物爆率	0x73dac5	0x73dacb	6	脚本控制人物爆率(未启用)	0x73dac5
0x100b9ba0	memcpy	REVERT	脚本控制人物爆率	0x73d578	0x73d57f	7	脚本控制人物爆率(未启用)	0x73d578
0x100b9f9e	tramp2	APPLY	装备提升人物爆率	0x71fd37	0x71fd3d	6	装备提升人物爆率(已重设)	0x71fd37 0x71fd3d
0x100ba0ae	memcpy	REVERT	装备提升人物爆率	0x71fd37	0x71fd3d	6	装备提升人物爆率(待重设)	0x71fd37
0x100bf540	memcpy	APPLY	屏蔽自动绑定	0x74dc57	0x74dc58	1	屏蔽自动绑定(已启动)	0x74dc57
0x100bf56e	memcpy	APPLY	屏蔽自动绑定	0x74dd59	0x74dd5a	1	屏蔽自动绑定(已启动)	0x74dd59
0x100bf59c	memcpy	APPLY	屏蔽自动绑定	0x74ddc3	0x74ddc4	1	屏蔽自动绑定(已启动)	0x74ddc3
0x100bf5ca	memcpy	APPLY	屏蔽自动绑定	0x74ddef	0x74ddf0	1	屏蔽自动绑定(已启动)	0x74ddef
0x100bf644	memcpy	REVERT	屏蔽自动绑定	0x74dc57	0x74dc58	1	屏蔽自动绑定(未启用)	0x74dc57
0x100bf672	memcpy	REVERT	屏蔽自动绑定	0x74dd59	0x74dd5a	1	屏蔽自动绑定(未启用)	0x74dd59
0x100bf6a0	memcpy	REVERT	屏蔽自动绑定	0x74ddc3	0x74ddc4	1	屏蔽自动绑定(未启用)	0x74ddc3
0x100bf6ce	memcpy	REVERT	屏蔽自动绑定	0x74ddef	0x74ddf0	1	屏蔽自动绑定(未启用)	0x74ddef
0x100cf04e	tramp1	APPLY	全屏拾取	0x6b795c	0x6b7968	12	全屏拾取(已启动)	-
0x100cf09d	tramp1	APPLY	全屏拾取	0x6b796b	0x6b7977	12	全屏拾取(已启动)	0x6b796b 0x6b7977
0x100cf0ec	tramp1	APPLY	全屏拾取	0x6b7a25	0x6b7a2b	6	全屏拾取(已启动)	0x6b7a25 0x6b7a2b
0x100cf13b	tramp1	APPLY	全屏拾取	0x6b7a2f	0x6b7a35	6	全屏拾取(已启动)	0x6b7a2f 0x6b7a35
0x100cf23f	memcpy	REVERT	全屏拾取	0x6b795c	0x6b7968	12	全屏拾取(未启动)	0x6b795c
0x100cf280	memcpy	REVERT	全屏拾取	0x6b796b	0x6b7977	12	全屏拾取(未启动)	0x6b796b
0x100cf2c1	memcpy	REVERT	全屏拾取	0x6b7a25	0x6b7a2b	6	全屏拾取(未启动)	0x6b7a25
0x100cf302	memcpy	REVERT	全屏拾取	0x6b7a2f	0x6b7a35	6	全屏拾取(未启动)	0x6b7a2f
0x100cf36e	tramp1	APPLY	刀刀切割	0x767bae	0x767bb4	6	刀刀切割(已启动)	0x767bae 0x767bb4
0x100cf496	memcpy	REVERT	刀刀切割	0x767bae	0x767bb4	6	刀刀切割(未启动)	0x767bae
0x100d120a	tramp1	APPLY	永久属性	0x73d9cf	0x73d9d7	8	永久属性(已启动)	0x73d9cf 0x73d9d7
0x100d125c	tramp1	APPLY	永久属性	0x73d9d7	0x73d9e0	9	永久属性(已启动)	0x73d9d7 0x73d9e0
0x100d12ae	tramp1	APPLY	永久属性	0x73d9e0	0x73d9e9	9	永久属性(已启动)	0x73d9e0 0x73d9e9
0x100d1300	tramp1	APPLY	永久属性	0x73d9e9	0x73d9f2	9	永久属性(已启动)	0x73d9e9 0x73d9f2
0x100d1352	tramp1	APPLY	永久属性	0x73d9f2	0x73d9fb	9	永久属性(已启动)	0x73d9f2 0x73d9fb
0x100d13a4	tramp1	APPLY	永久属性	0x73d9fb	0x73da04	9	永久属性(已启动)	0x73d9fb 0x73da04
0x100d13f6	tramp1	APPLY	永久属性	0x73da04	0x73da0d	9	永久属性(已启动)	0x73da04 0x73da0d
0x100d1448	tramp1	APPLY	永久属性	0x73da16	0x73da1f	9	永久属性(已启动)	0x73da16 0x73da1f
0x100d149a	tramp1	APPLY	永久属性	0x73da1f	0x73da28	9	永久属性(已启动)	0x73da1f 0x73da28
0x100d14ec	tramp1	APPLY	永久属性	0x73da28	0x73da31	9	永久属性(已启动)	0x73da28 0x73da31
0x100d153e	tramp1	APPLY	永久属性	0x73da31	0x73da3a	9	永久属性(已启动)	0x73da31 0x73da3a
0x100d1590	tramp1	APPLY	永久属性	0x73da3a	0x73da43	9	永久属性(已启动)	0x73da3a 0x73da43
0x100d1768	memcpy	REVERT	永久属性	0x73d9cf	0x73d9d7	8	永久属性(未启动)	0x73d9cf
0x100d17a9	memcpy	REVERT	永久属性	0x73d9d7	0x73d9e0	9	永久属性(未启动)	0x73d9d7
0x100d17ea	memcpy	REVERT	永久属性	0x73d9e0	0x73d9e9	9	永久属性(未启动)	0x73d9e0
0x100d182b	memcpy	REVERT	永久属性	0x73d9e9	0x73d9f2	9	永久属性(未启动)	0x73d9e9
0x100d186c	memcpy	REVERT	永久属性	0x73d9f2	0x73d9fb	9	永久属性(未启动)	0x73d9f2
0x100d18ad	memcpy	REVERT	永久属性	0x73d9fb	0x73da04	9	永久属性(未启动)	0x73d9fb
0x100d18ee	memcpy	REVERT	永久属性	0x73da04	0x73da0d	9	永久属性(未启动)	0x73da04
0x100d192f	memcpy	REVERT	永久属性	0x73da16	0x73da1f	9	永久属性(未启动)	0x73da16
0x100d1970	memcpy	REVERT	永久属性	0x73da1f	0x73da28	9	永久属性(未启动)	0x73da1f
0x100d19b1	memcpy	REVERT	永久属性	0x73da28	0x73da31	9	永久属性(未启动)	0x73da28
0x100d19f2	memcpy	REVERT	永久属性	0x73da31	0x73da3a	9	永久属性(未启动)	0x73da31
0x100d1a33	memcpy	REVERT	永久属性	0x73da3a	0x73da43	9	永久属性(未启动)	0x73da3a
0x100d1b56	tramp1	APPLY	特殊属性	0x6e41bd	0x6e41c2	5	特殊属性(已启动)	-
0x100d1ba8	tramp1	APPLY	特殊属性	0x73d951	0x73d958	7	特殊属性(已启动)	0x73d951 0x73d958
0x100d1c6c	memcpy	REVERT	特殊属性	0x6e41bd	0x6e41c2	5	特殊属性(未启动)	0x6e41bd
0x100d1cad	memcpy	REVERT	特殊属性	0x73d951	0x73d958	7	特殊属性(未启动)	0x73d951
0x100d1de6	tramp1	APPLY	复活触发脚本	0x73c484	0x73c48a	6	复活触发脚本(已启动)	-
0x100d1f0d	memcpy	REVERT	复活触发脚本	0x73c484	0x73c48a	6	复活触发脚本(未启动)	0x73c484
0x100d2256	tramp1	APPLY	复活戒指改cd	0x73c4f2	0x73c4f8	6	复活戒指改cd(已启动)	0x73c4f2
0x100d22a5	tramp1	APPLY	复活戒指改cd	0x73c47a	0x73c47f	5	复活戒指改cd(已启动)	0x73c47a 0x73c47f
0x100d22f4	tramp1	APPLY	复活戒指改cd	0x743751	0x743756	5	复活戒指改cd(已启动)	0x743751 0x743756
0x100d23bf	memcpy	REVERT	复活戒指改cd	0x73c4f2	0x73c4f8	6	复活戒指改cd(未启动)	0x73c4f2
0x100d23fd	memcpy	REVERT	复活戒指改cd	0x73c47a	0x73c47f	5	复活戒指改cd(未启动)	0x73c47a
0x100d243b	memcpy	REVERT	复活戒指改cd	0x743751	0x743756	5	复活戒指改cd(未启动)	0x743751
0x100d25d0	tramp1	APPLY	复活戒指概率	0x74373a	0x743741	7	复活戒指概率(已启动)	-
0x100d2684	memcpy	REVERT	复活戒指概率	0x74373a	0x743741	7	复活戒指概率(未启动)	0x74373a
0x100d26fd	tramp1	APPLY	被击杀触发	0x766624	0x766629	5	被击杀触发(已启动)	0x766624 0x766629
0x100d282c	memcpy	REVERT	被击杀触发	0x766624	0x766629	5	被击杀触发(未启动)	0x766624
0x100d2938	tramp1	APPLY	移动速度	0x73d983	0x73d98a	7	移动速度(已启动)	0x73d983
0x100d29f9	memcpy	REVERT	移动速度	0x73d983	0x73d98a	7	移动速度(未启动)	0x73d983
0x100d2a71	tramp1	APPLY	攻击反伤	0x767bb4	0x767bb9	5	攻击反伤(已启动)	0x767bb4 0x767bb9
0x100d2b26	memcpy	REVERT	攻击反伤	0x767bb4	0x767bb9	5	攻击反伤(未启动)	0x767bb4
0x100d2ba2	tramp1	APPLY	捡物触发	0x6b770c	0x6b7711	5	捡物触发(已启动)	0x6b770c 0x6b7711
0x100d2cd4	memcpy	REVERT	捡物触发	0x6b770c	0x6b7711	5	捡物触发(未启动)	0x6b770c
0x100d2d50	tramp1	APPLY	攻击触发	0x76e35d	0x76e362	5	攻击触发(已启动)	0x76e35d 0x76e362
0x100d2e7f	memcpy	REVERT	攻击触发	0x76e35d	0x76e362	5	攻击触发(未启动)	0x76e35d
0x100d2f0b	tramp1	APPLY	魔法攻击触发	0x76de84	0x76de8a	6	魔法攻击触发(已启动)	0x76de84 0x76de8a
0x100d305f	memcpy	REVERT	魔法攻击触发	0x76de84	0x76de8a	6	魔法攻击触发(未启动)	0x76de84
0x100d3509	tramp1	APPLY	新穿戴触发	0x75f085	0x75f08c	7	新穿戴触发(已启动)	-
0x100d355b	tramp1	APPLY	新穿戴触发	0x75ea37	0x75ea3c	5	新穿戴触发(已启动)	0x75ea37 0x75ea3c
0x100d371c	memcpy	REVERT	新穿戴触发	0x75f085	0x75f08c	7	新穿戴触发(未启动)	0x75f085
0x100d375a	memcpy	REVERT	新穿戴触发	0x75ea37	0x75ea3c	5	新穿戴触发(未启动)	0x75ea37
0x100d383b	tramp1	APPLY	禁止装备自动绑定	0x784351	0x784358	7	禁止装备自动绑定(已启动)	0x784351 0x784358
0x100d390a	memcpy	REVERT	禁止装备自动绑定	0x784351	0x784358	7	禁止装备自动绑定(未启动)	0x784351
0x100d3979	tramp1	APPLY	AddLimLF函数修改	0x6de8e3	0x6de8eb	8	AddLimLF函数修改(已启动)	0x6de8e3 0x6de8eb
0x100d3a30	memcpy	REVERT	AddLimLF函数修改	0x6de8e3	0x6de8eb	8	AddLimLF函数修改(未启动)	0x6de8e3
0x100d3a9f	tramp1	APPLY	IncActivePoint函数修改	0x6f91ba	0x6f91c0	6	IncActivePoint函数修改(已启动)	0x6f91ba 0x6f91c0
0x100d3b55	memcpy	REVERT	IncActivePoint函数修改	0x6f91ba	0x6f91c0	6	IncActivePoint函数修改(未启动)	0x6f91ba
0x100d3bc4	tramp1	APPLY	新倍攻和暴击	0x76c88b	0x76c890	5	新倍攻和暴击(已启动)	0x76c88b 0x76c890
0x100d3cec	memcpy	REVERT	新倍攻和暴击	0x76c88b	0x76c890	5	新倍攻和暴击(未启动)	0x76c88b
0x100d3d5b	tramp1	APPLY	give极品	0x6c89ae	0x6c89b6	8	give极品(已启动)	0x6c89ae 0x6c89b6
0x100d3e12	memcpy	REVERT	give极品	0x6c89ae	0x6c89b6	8	give极品(未启动)	0x6c89ae
0x100d3e8a	tramp1	APPLY	麻痹概率	0x76e2d2	0x76e2d7	5	麻痹概率(已启动)	0x76e2d2 0x76e2d7
0x100d3f3f	memcpy	REVERT	麻痹概率	0x76e2d2	0x76e2d7	5	麻痹概率(未启动)	0x76e2d2
0x100d4417	tramp1	APPLY	英雄穿戴触发	0x75f08c	0x75f093	7	英雄穿戴触发(已启动)	0x75f08c 0x75f093
0x100d4469	tramp1	APPLY	英雄穿戴触发	0x75ea31	0x75ea37	6	英雄穿戴触发(已启动)	0x75ea31 0x75ea37
0x100d4633	memcpy	REVERT	英雄穿戴触发	0x75f08c	0x75f093	7	英雄穿戴触发(未启动)	0x75f08c
0x100d4674	memcpy	REVERT	英雄穿戴触发	0x75ea31	0x75ea37	6	英雄穿戴触发(未启动)	0x75ea31
0x100d46e3	tramp1	APPLY	英雄攻速移速	0x73da43	0x73da4c	9	英雄攻速移速(已启动)	0x73da43 0x73da4c
0x100d47a5	memcpy	REVERT	英雄攻速移速	0x73da43	0x73da4c	9	英雄攻速移速(未启动)	0x73da43
0x100d4814	tramp1	APPLY	BB杀怪触发	0x71f467	0x71f46c	5	BB杀怪触发(已启动)	0x71f467 0x71f46c
0x100d4945	memcpy	REVERT	BB杀怪触发	0x71f467	0x71f46c	5	BB杀怪触发(未启动)	0x71f467
0x100d49b4	tramp1	APPLY	英雄倍攻和暴击	0x76c816	0x76c81d	7	英雄倍攻和暴击(已启动)	0x76c816 0x76c81d
0x100d4af9	memcpy	REVERT	英雄倍攻和暴击	0x76c816	0x76c81d	7	英雄倍攻和暴击(未启动)	0x76c816
0x100d4b75	tramp1	APPLY	BB死亡触发	0x76631c	0x766321	5	BB死亡触发(已启动)	0x76631c 0x766321
0x100d4cb7	memcpy	REVERT	BB死亡触发	0x76631c	0x766321	5	BB死亡触发(未启动)	0x76631c
0x100d4f10	tramp1	APPLY	特殊宝宝	0x7671a2	0x7671a8	6	特殊宝宝(已启动)	-
0x100d4f62	tramp1	APPLY	特殊宝宝	0x76de42	0x76de4c	10	特殊宝宝(已启动)	0x76de42 0x76de4c
0x100d503d	memcpy	REVERT	特殊宝宝	0x7671a2	0x7671a8	6	特殊宝宝(未启动)	0x7671a2
0x100d507e	memcpy	REVERT	特殊宝宝	0x76de42	0x76de4c	10	特殊宝宝(未启动)	0x76de42
0x100d50ed	tramp1	APPLY	英雄施法速度	0x68dd60	0x68dd65	5	英雄施法速度(已启动)	0x68dd60 0x68dd65
0x100d51a1	memcpy	REVERT	英雄施法速度	0x68dd60	0x68dd65	5	英雄施法速度(未启动)	0x68dd60
0x100d533d	tramp1	APPLY	读取英雄装备	0x6e04e7	0x6e04ec	5	读取英雄装备(已启动)	-
0x100d53e8	memcpy	REVERT	读取英雄装备	0x6e04e7	0x6e04ec	5	读取英雄装备(未启动)	0x6e04e7
0x100d569e	tramp1	APPLY	装备来源	0x71fe90	0x71fe95	5	装备来源(已启动)	0x71fe90 0x71fe95
0x100d56f0	tramp1	APPLY	装备来源	0x6c8aaa	0x6c8aaf	5	装备来源(已启动)	0x6c8aaa 0x6c8aaf
0x100d57bc	memcpy	REVERT	装备来源	0x71fe90	0x71fe95	5	装备来源(未启动)	0x71fe90
0x100d57fa	memcpy	REVERT	装备来源	0x6c8aaa	0x6c8aaf	5	装备来源(未启动)	0x6c8aaa
0x100d5968	tramp1	APPLY	上线触发	0x6548bd	0x6548c2	5	上线触发(已启动)	-
0x100d5a94	memcpy	REVERT	上线触发	0x6548bd	0x6548c2	5	上线触发(未启动)	0x6548bd
0x100d5c12	tramp1	APPLY	永久攻速	0x73d9a0	0x73d9ab	11	永久攻速(已启动)	-
0x100d5cdd	memcpy	REVERT	永久攻速	0x73d9a0	0x73d9ab	11	永久攻速(未启动)	0x73d9a0
0x100d8a3d	tramp1	APPLY	地狱雷光系数	0x76f61a	0x76f61f	5	地狱雷光系数(已启动)	-
0x100d8ae8	memcpy	REVERT	地狱雷光系数	0x76f61a	0x76f61f	5	地狱雷光系数(未启动)	0x76f61a
0x100d8cde	tramp1	APPLY	地狱雷光范围	0x76f63d	0x76f646	9	地狱雷光范围(已启动)	-
0x100d8da0	memcpy	REVERT	地狱雷光范围	0x76f63d	0x76f646	9	地狱雷光范围(未启动)	0x76f63d
0x100d8e0f	tramp1	APPLY	爆裂火焰可换主属性	0x76f23b	0x76f249	14	爆裂火焰可换主属性(已启动)	0x76f23b 0x76f249
0x100d8ee7	memcpy	REVERT	爆裂火焰可换主属性	0x76f23b	0x76f249	14	爆裂火焰可换主属性(未启动)	0x76f23b
0x100d8f56	tramp1	APPLY	爆裂火焰范围及系数	0x76f26b	0x76f272	7	爆裂火焰范围及系数(已启动)	0x76f26b 0x76f272
0x100d901d	memcpy	REVERT	爆裂火焰范围及系数	0x76f26b	0x76f272	7	爆裂火焰范围及系数(未启动)	0x76f26b
0x100d908c	tramp1	APPLY	地狱雷光可换主属性	0x76f5fb	0x76f609	14	地狱雷光可换主属性(已启动)	0x76f5fb 0x76f609
0x100d9164	memcpy	REVERT	地狱雷光可换主属性	0x76f5fb	0x76f609	14	地狱雷光可换主属性(未启动)	0x76f5fb
0x100d91d3	tramp1	APPLY	激光电影可换主属性	0x76e9b5	0x76e9c3	14	激光电影可换主属性(已启动)	0x76e9b5 0x76e9c3
0x100d92ab	memcpy	REVERT	激光电影可换主属性	0x76e9b5	0x76e9c3	14	激光电影可换主属性(未启动)	0x76e9b5
0x100d931a	tramp1	APPLY	激光范围及系数	0x76ea07	0x76ea0d	6	激光范围及系数(已启动)	0x76ea07 0x76ea0d
0x100d93d6	memcpy	REVERT	激光范围及系数	0x76ea07	0x76ea0d	6	激光范围及系数(未启动)	0x76ea07
0x100d95ba	tramp1	APPLY	激光命中概率	0x76ea14	0x76ea19	5	激光命中概率(已启动)	-
0x100d9665	memcpy	REVERT	激光命中概率	0x76ea14	0x76ea19	5	激光命中概率(未启动)	0x76ea14
0x100d96d4	tramp1	APPLY	火球主属性切换	0x76e3e6	0x76e3f4	14	火球主属性切换(已启动)	0x76e3e6 0x76e3f4
0x100d97ac	memcpy	REVERT	火球主属性切换	0x76e3e6	0x76e3f4	14	火球主属性切换(未启动)	0x76e3e6
0x100d9974	tramp1	APPLY	火球自定义范围	0x76e425	0x76e42e	9	火球自定义范围(已启动)	-
0x100d9a36	memcpy	REVERT	火球自定义范围	0x76e425	0x76e42e	9	火球自定义范围(未启动)	0x76e425
0x100d9aa5	tramp1	APPLY	雷电主属性切换	0x76ea8a	0x76ea98	14	雷电主属性切换(已启动)	0x76ea8a 0x76ea98
0x100d9b7d	memcpy	REVERT	雷电主属性切换	0x76ea8a	0x76ea98	14	雷电主属性切换(未启动)	0x76ea8a
0x100d9d45	tramp1	APPLY	雷电自定义范围	0x76eb06	0x76eb0f	9	雷电自定义范围(已启动)	-
0x100d9e07	memcpy	REVERT	雷电自定义范围	0x76eb06	0x76eb0f	9	雷电自定义范围(未启动)	0x76eb06
0x100d9e76	tramp1	APPLY	冰咆哮主属性切换	0x76f2cb	0x76f2d9	14	冰咆哮主属性切换(已启动)	0x76f2cb 0x76f2d9
0x100d9f4e	memcpy	REVERT	冰咆哮主属性切换	0x76f2cb	0x76f2d9	14	冰咆哮主属性切换(未启动)	0x76f2cb
0x100d9fbd	tramp1	APPLY	冰咆哮主属性切换	0x76f2cb	0x76f2d9	14	冰咆哮主属性切换(已启动)	0x76f2cb 0x76f2d9
0x100da095	memcpy	REVERT	冰咆哮主属性切换	0x76f2cb	0x76f2d9	14	冰咆哮主属性切换(未启动)	0x76f2cb
0x100da231	tramp1	APPLY	冰咆哮范围	0x76f300	0x76f309	9	冰咆哮范围(已启动)	-
0x100da2f3	memcpy	REVERT	冰咆哮范围	0x76f300	0x76f309	9	冰咆哮范围(未启动)	0x76f300
0x100da362	tramp1	APPLY	火雨主属切换	0x76f365	0x76f373	14	火雨主属切换(已启动)	0x76f365 0x76f373
0x100da43a	memcpy	REVERT	火雨主属切换	0x76f365	0x76f373	14	火雨主属切换(未启动)	0x76f365
0x100da50d	tramp1	APPLY	嗜血术倍数	0x76fc2b	0x76fc31	6	嗜血术倍数(已启动)	0x76fc2b 0x76fc31
0x100da5c9	memcpy	REVERT	嗜血术倍数	0x76fc2b	0x76fc31	6	嗜血术倍数(未启动)	0x76fc2b
0x100da719	memcpy	APPLY	免毒符	0x6ed945	0x6ed949	4	免毒符(已启动)	0x6ed945
0x100da756	memcpy	APPLY	免毒符	0x6ed9d1	0x6ed9d7	6	免毒符(已启动)	0x6ed9d1
0x100da793	memcpy	APPLY	免毒符	0x6ed9eb	0x6ed9f5	10	免毒符(已启动)	0x6ed9eb
0x100da7d0	memcpy	APPLY	免毒符	0x6eda85	0x6eda87	2	免毒符(已启动)	0x6eda85
0x100da80d	memcpy	APPLY	免毒符	0x6edab1	0x6edab3	2	免毒符(已启动)	0x6edab1
0x100da84a	memcpy	APPLY	免毒符	0x6edadf	0x6edae1	2	免毒符(已启动)	0x6edadf
0x100da884	memcpy	APPLY	免毒符	0x6edb11	0x6edb17	6	免毒符(已启动)	0x6edb11
0x100da8c1	memcpy	APPLY	免毒符	0x6edb3e	0x6edb40	2	免毒符(已启动)	0x6edb3e
0x100da8fe	memcpy	APPLY	免毒符	0x6edb65	0x6edb67	2	免毒符(已启动)	0x6edb65
0x100da93b	memcpy	APPLY	免毒符	0x6edb8c	0x6edb8e	2	免毒符(已启动)	0x6edb8c
0x100da975	memcpy	APPLY	免毒符	0x6edc58	0x6edc5a	2	免毒符(已启动)	0x6edc58
0x100da9af	memcpy	APPLY	免毒符	0x6ede1d	0x6ede1f	2	免毒符(已启动)	0x6ede1d
0x100dab1e	memcpy	REVERT	免毒符	0x6ed945	0x6ed949	4	免毒符(未启动)	0x6ed945
0x100dab55	memcpy	REVERT	免毒符	0x6ed9d1	0x6ed9d7	6	免毒符(未启动)	0x6ed9d1
0x100dab92	memcpy	REVERT	免毒符	0x6ed9eb	0x6ed9f5	10	免毒符(未启动)	0x6ed9eb
0x100dabcc	memcpy	REVERT	免毒符	0x6eda85	0x6eda87	2	免毒符(未启动)	0x6eda85
0x100dac06	memcpy	REVERT	免毒符	0x6edab1	0x6edab3	2	免毒符(未启动)	0x6edab1
0x100dac40	memcpy	REVERT	免毒符	0x6edadf	0x6edae1	2	免毒符(未启动)	0x6edadf
0x100dac77	memcpy	REVERT	免毒符	0x6edb11	0x6edb17	6	免毒符(未启动)	0x6edb11
0x100dacb1	memcpy	REVERT	免毒符	0x6edb3e	0x6edb40	2	免毒符(未启动)	0x6edb3e
0x100daceb	memcpy	REVERT	免毒符	0x6edb65	0x6edb67	2	免毒符(未启动)	0x6edb65
0x100dad28	memcpy	REVERT	免毒符	0x6edb8c	0x6edb8e	2	免毒符(未启动)	0x6edb8c
0x100dad62	memcpy	REVERT	免毒符	0x6edc58	0x6edc5a	2	免毒符(未启动)	0x6edc58
0x100dad9f	memcpy	REVERT	免毒符	0x6ede1d	0x6ede1f	2	免毒符(未启动)	0x6ede1d
0x100db11c	tramp1	APPLY	野蛮等级	0x768f67	0x768f6e	7	野蛮等级(已启动)	-
0x100db1d7	memcpy	REVERT	野蛮等级	0x768f67	0x768f6e	7	野蛮等级(未启动)	0x768f67
0x100db2db	tramp1	APPLY	中毒飘血	0x767e10	0x767e16	6	中毒飘血(已启动)	0x767e10
0x100db388	memcpy	REVERT	中毒飘血	0x767e10	0x767e16	6	中毒飘血(未启动)	0x767e10
0x100db451	memcpy	APPLY	删除技能不提示	0x6c7797	0x6c779c	5	删除技能不提示(已启动)	0x6c7797
0x100db542	memcpy	REVERT	删除技能不提示	0x6c7797	0x6c779c	5	删除技能不提示(未启动)	0x6c7797
0x100db61c	memcpy	APPLY	升级技能不提示	0x73f5ee	0x73f5f4	6	升级技能不提示(已启动)	0x73f5ee
0x100db70f	memcpy	REVERT	升级技能不提示	0x73f5ee	0x73f5f4	6	升级技能不提示(未启动)	0x73f5ee
0x100db803	memcpy	APPLY	禁止发言不提示	0x6bb5cd	0x6bb5d3	6	禁止发言不提示(已启动)	0x6bb5cd
0x100db83a	memcpy	APPLY	禁止发言不提示	0x6bb625	0x6bb62b	6	禁止发言不提示(已启动)	0x6bb625
0x100db874	memcpy	APPLY	禁止发言不提示	0x6c94a9	0x6c94af	6	禁止发言不提示(已启动)	0x6c94a9
0x100db981	memcpy	REVERT	禁止发言不提示	0x6bb5cd	0x6bb5d3	6	禁止发言不提示(未启动)	0x6bb5cd
0x100db9b8	memcpy	REVERT	禁止发言不提示	0x6bb625	0x6bb62b	6	禁止发言不提示(未启动)	0x6bb625
0x100db9f2	memcpy	REVERT	禁止发言不提示	0x6c94a9	0x6c94af	6	禁止发言不提示(未启动)	0x6c94a9
